destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
1,1,2,80,0,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,0,1,1
1,1,2,80,0,1,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,1,2,80,2,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,1,2,80,2,2,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,1,2,80,3,4,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,1,2,55,2,1,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,2,2,80,0,4,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,2,2,80,0,1,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,2,2,80,0,0,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,0
1,2,2,80,2,4,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,0,1,1
1,2,2,55,2,4,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
1,2,2,55,3,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,0
0,0,2,55,3,0,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,1,0,0
0,0,2,55,3,3,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,0
0,0,2,80,3,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,0,1,0
2,0,2,55,4,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,1,0,1,1
2,0,2,55,4,0,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,1,0,1,0
2,0,2,80,4,3,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,1
2,0,2,80,4,1,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,1,0,1
2,0,2,55,4,4,0,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,0,0,0,1,1
2,0,2,55,4,2,1,0,36,1,1,graduate degree (masters or doctorate),healthcare practitioners & technical,$87500 - $99999,3,3,0,1,3,1,0,0,1,0
1,0,2,55,2,4,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,0,1,1
1,1,2,80,0,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,0,1,1
1,1,2,80,0,1,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,1
1,1,2,80,2,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
1,1,2,80,2,2,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
1,1,2,80,3,4,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,1
1,1,2,55,2,1,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,1
1,2,2,80,0,4,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,1
1,2,2,80,0,1,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,1
1,2,2,80,0,0,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
1,2,2,80,2,4,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,0,1,1
1,2,2,55,2,4,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
1,2,2,55,3,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
0,0,2,55,3,0,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,1,0,0
0,0,2,55,3,3,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
0,0,2,80,3,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,0,1,0
2,0,2,55,4,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,1,0,1,0
2,0,2,55,4,0,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,1,0,1,0
2,0,2,80,4,3,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
2,0,2,80,4,1,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,1,0,1
2,0,2,55,4,4,0,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,0,0,0,1,1
2,0,2,55,4,2,1,0,31,1,1,bachelors degree,arts design entertainment sports & media,$25000 - $37499,4,4,0,4,4,1,0,0,1,0
1,0,2,55,2,4,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,1
1,1,2,80,0,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,1
1,1,2,80,0,0,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,0
1,1,2,80,0,1,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
1,1,2,80,2,2,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,0
1,1,2,80,2,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
1,1,2,80,2,2,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
1,1,2,80,2,4,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,1
1,1,2,80,3,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,0
1,1,2,80,3,4,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
1,1,2,55,2,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,0
1,1,2,55,2,1,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,1
1,0,2,55,0,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,1
0,0,2,55,3,0,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,1,0,1
0,0,2,55,3,3,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
0,0,2,80,3,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,0
2,0,2,55,4,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,1,0,1,1
2,0,2,55,4,0,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,1,0,1,1
2,0,2,80,4,3,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
2,0,2,80,4,1,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,1,0,1
2,0,2,55,4,4,0,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,0,0,0,1,1
2,0,2,55,4,2,1,0,50plus,0,1,graduate degree (masters or doctorate),retired,$12500 - $24999,0,1,1,1,3,1,0,0,1,0
1,0,2,55,2,4,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,1
1,1,2,80,0,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,0
1,1,2,80,0,1,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,1
1,1,2,80,2,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
1,1,2,80,2,2,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
1,1,2,80,3,4,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,1
1,1,2,55,2,1,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,1
1,3,2,80,0,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,0
1,3,2,80,0,3,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,0
1,3,2,80,0,0,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,0
1,3,2,80,0,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
1,3,2,80,3,4,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,1
1,3,2,80,3,0,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
0,0,2,55,3,0,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,1,0,0
0,0,2,55,3,3,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
0,0,2,80,3,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,0
2,0,2,55,4,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,1,0,1,0
2,0,2,55,4,0,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,1,0,1,0
2,0,2,80,4,3,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
2,0,2,80,4,1,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,1,0,0
2,0,2,55,4,4,0,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,0,0,0,1,1
2,0,2,55,4,2,1,1,50plus,3,0,bachelors degree,retired,$100000 or more,4,4,0,2,4,1,0,0,1,0
1,0,2,55,2,4,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
1,1,2,80,0,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
1,1,2,80,0,1,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
1,1,2,80,2,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
1,1,2,80,2,2,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
1,1,2,80,3,4,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,1
1,1,2,55,2,1,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
1,3,2,80,0,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
1,3,2,80,0,3,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
1,3,2,80,0,0,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,0
1,3,2,80,0,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,1
1,3,2,80,3,4,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
1,3,2,80,3,0,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,1
0,0,2,55,3,0,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,1,0,1
0,0,2,55,3,3,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
0,0,2,80,3,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,0
2,0,2,55,4,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,1,0,1,0
2,0,2,55,4,0,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,1,0,1,0
2,0,2,80,4,3,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,1
2,0,2,80,4,1,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,1,0,1
2,0,2,55,4,4,0,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,0,0,0,1,1
2,0,2,55,4,2,1,0,31,3,0,some college - no degree,office & administrative support,$75000 - $87499,3,0,2,1,0,1,0,0,1,0
1,0,2,55,2,4,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,0,1,1
1,1,2,80,0,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,0,1,0
1,1,2,80,0,1,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,1,2,80,2,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
1,1,2,80,2,2,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
1,1,2,80,3,4,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,1,2,55,2,1,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,2,2,80,0,4,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,2,2,80,0,1,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,2,2,80,0,0,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
1,2,2,80,2,4,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,0,1,1
1,2,2,55,2,4,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
1,2,2,55,3,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
0,0,2,55,3,0,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,1,0,0
0,0,2,55,3,3,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,1
0,0,2,80,3,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,0,1,0
2,0,2,55,4,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,1,0,1,1
2,0,2,55,4,0,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,1,0,1,0
2,0,2,80,4,3,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
2,0,2,80,4,1,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,1,0,1
2,0,2,55,4,4,0,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,0,0,0,1,0
2,0,2,55,4,2,1,1,41,1,1,some college - no degree,arts design entertainment sports & media,$25000 - $37499,4,0,2,1,3,1,0,0,1,0
1,0,2,55,2,4,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,0,1,0
1,1,2,80,0,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,0,1,1
1,1,2,80,0,1,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,1
1,1,2,80,2,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
1,1,2,80,2,2,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
1,1,2,80,3,4,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
1,1,2,55,2,1,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,1
1,2,2,80,0,4,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,1
1,2,2,80,0,1,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,1
1,2,2,80,0,0,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
1,2,2,80,2,4,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,0,1,1
1,2,2,55,2,4,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
1,2,2,55,3,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
0,0,2,55,3,0,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,1,0,0
0,0,2,55,3,3,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
0,0,2,80,3,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,0,1,0
2,0,2,55,4,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,1,0,1,1
2,0,2,55,4,0,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,1,0,1,0
2,0,2,80,4,3,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,0
2,0,2,80,4,1,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,1,0,0
2,0,2,55,4,4,0,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,0,0,0,1,1
2,0,2,55,4,2,1,0,41,1,1,associates degree,unemployed,$75000 - $87499,4,3,1,0,3,1,0,0,1,1
1,0,2,55,2,4,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,0,1,0
1,1,2,80,0,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,0,1,1
1,1,2,80,0,1,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,1,2,80,2,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,1
1,1,2,80,2,2,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,1,2,80,3,4,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,1,2,55,2,1,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,1
1,2,2,80,0,4,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,2,2,80,0,1,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,2,2,80,0,0,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,2,2,80,2,4,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,0,1,0
1,2,2,55,2,4,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,2,2,55,3,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,1
0,0,2,55,3,0,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,1,0,0
0,0,2,55,3,3,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
0,0,2,80,3,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,0,1,1
2,0,2,55,4,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,1,0,1,0
2,0,2,55,4,0,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,1,0,1,0
2,0,2,80,4,3,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
2,0,2,80,4,1,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,1,0,0
2,0,2,55,4,4,0,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,0,0,0,1,0
2,0,2,55,4,2,1,0,36,1,1,bachelors degree,unemployed,$87500 - $99999,3,0,0,3,3,1,0,0,1,0
1,0,2,55,2,4,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
1,1,2,80,0,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
1,1,2,80,0,1,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,0
1,1,2,80,2,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,0
1,1,2,80,2,2,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,0
1,1,2,80,3,4,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,1
1,1,2,55,2,1,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,1
1,3,2,80,0,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
1,3,2,80,0,3,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
1,3,2,80,0,0,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,0
1,3,2,80,0,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,1
1,3,2,80,3,4,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
1,3,2,80,3,0,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,1
0,0,2,55,3,0,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,1,0,0
0,0,2,55,3,3,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,0
0,0,2,80,3,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,0
2,0,2,55,4,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,1,0,1,0
2,0,2,55,4,0,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,1,0,1,0
2,0,2,80,4,3,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,1
2,0,2,80,4,1,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,1,0,0
2,0,2,55,4,4,0,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,0,0,0,1,1
2,0,2,55,4,2,1,0,31,1,0,some college - no degree,computer & mathematical,$100000 or more,3,3,2,1,3,1,0,0,1,0
1,3,2,80,0,2,1,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,0,0,0,1,1
1,3,2,80,0,3,0,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,0,0,0,1,1
1,3,2,80,0,0,1,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,0,0,0,1,1
1,3,2,80,0,2,1,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,1,0,0,1,0
1,3,2,80,3,4,1,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,0,0,0,1,1
1,3,2,80,3,0,0,1,26,3,0,some college - no degree,computer & mathematical,$50000 - $62499,4,3,0,0,3,1,0,0,1,1
1,0,2,55,2,4,0,1,26,1,1,bachelors degree,computer & mathematical,$100000 or more,0,2,1,2,1,0,0,0,1,1
1,1,2,80,0,2,1,1,26,1,1,bachelors degree,computer & mathematical,$100000 or more,0,2,1,2,1,0,0,0,1,0
1,1,2,80,0,1,1,1,26,1,1,bachelors degree,computer & mathematical,$100000 or more,0,2,1,2,1,1,0,0,1,1
1,1,2,80,2,2,1,1,26,1,1,bachelors degree,computer & mathematical,$100000 or more,0,2,1,2,1,1,0,0,1,0
1,1,2,80,2,2,0,1,26,1,1,bachelors degree,computer & mathematical,$100000 or more,0,2,1,2,1,1,0,0,1,0
