,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y
414,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,1
415,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,1
416,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,0,1
417,No Urgent Place,Partner,Sunny,0.625,10AM,Restaurant(20-50),1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,0,1
418,No Urgent Place,Partner,Sunny,0.625,10AM,Bar,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,0,0
419,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,1
420,No Urgent Place,Partner,Sunny,0.625,6PM,Restaurant(<20),2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,0,1
421,No Urgent Place,Partner,Sunny,0.625,6PM,Bar,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,0
422,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,1,1
423,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,0
424,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,0,0
425,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,1,0,1
426,Work,Alone,Sunny,0.375,7AM,Bar,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,1,0,1
427,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,1
428,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,0,0,1,1
429,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1,1,0,0,0
430,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
431,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
432,No Urgent Place,Friend(s),Sunny,0.625,10AM,Bar,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
433,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0
434,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
435,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0
436,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1
437,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1
438,No Urgent Place,Friend(s),Sunny,0.625,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,0
439,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0
440,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,0
441,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1
442,No Urgent Place,Alone,Sunny,0.375,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,0
443,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,1,0
444,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1
445,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
446,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,1,0,0
447,Work,Alone,Sunny,0.375,7AM,Bar,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,1,0,1
448,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,1
449,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,1,0
450,Work,Alone,Sunny,0.375,7AM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,0,1
451,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0
452,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,1
453,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,0
454,No Urgent Place,Friend(s),Sunny,0.625,10AM,Bar,1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,0
455,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
456,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,1
457,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
458,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
459,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
460,No Urgent Place,Friend(s),Sunny,0.625,6PM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,0
461,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
462,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,1
463,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
464,No Urgent Place,Alone,Sunny,0.375,10AM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,1
465,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,1,1
466,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
467,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,0
468,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,1,0,1
469,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
470,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,1,1
471,Work,Alone,Sunny,0.375,7AM,Restaurant(<20),1d,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,0,0,0,1
472,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,gt8,gt8,gt8,gt8,gt8,1,0,0,1
473,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
474,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
475,No Urgent Place,Friend(s),Sunny,0.625,10AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,0
476,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
477,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
478,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
479,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
480,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
481,No Urgent Place,Friend(s),Sunny,0.625,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
482,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
483,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
484,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
485,No Urgent Place,Alone,Sunny,0.375,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
486,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,1,0
487,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,0
488,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,0
489,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,1,0,1
490,Work,Alone,Sunny,0.375,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,1,0,0
491,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,0
492,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,1,1
493,Work,Alone,Sunny,0.375,7AM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,0,0,0,1
494,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,1
495,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,1
496,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,1
497,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
498,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
499,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
500,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,1
501,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,1
502,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,0
503,No Urgent Place,Partner,Sunny,0.625,10AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,1
504,No Urgent Place,Partner,Sunny,0.625,10AM,Bar,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,0
505,No Urgent Place,Partner,Sunny,0.625,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
506,No Urgent Place,Partner,Sunny,0.625,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,1
507,No Urgent Place,Partner,Sunny,0.625,6PM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
508,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,1,0
509,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,1
510,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,0
511,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,1,0,0
512,Work,Alone,Sunny,0.375,7AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,1,0,0
513,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
514,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,1,1
515,Work,Alone,Sunny,0.375,7AM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,0,0,0,1
516,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,never,less1,less1,less1,less1,1,0,0,0
517,No Urgent Place,Friend(s),Sunny,0.625,10AM,Bar,1d,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,0,0,0,0
518,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,0,0,0,0
519,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),1d,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,1,0,0,1
520,No Urgent Place,Friend(s),Sunny,0.625,6PM,Coffee House,2h,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,0,0,0,0
521,No Urgent Place,Friend(s),Sunny,0.375,2PM,Coffee House,2h,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,0,0,0,1
522,No Urgent Place,Alone,Sunny,0.375,10AM,Coffee House,2h,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,never,less1,1~3,1~3,less1,0,0,0,1
523,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
524,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
525,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
526,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
527,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
528,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
529,No Urgent Place,Friend(s),Sunny,0.375,2PM,Carry out & Take away,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
530,No Urgent Place,Kid(s),Sunny,0.625,10AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0
531,No Urgent Place,Kid(s),Sunny,0.625,10AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0
532,No Urgent Place,Kid(s),Sunny,0.625,10AM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
533,No Urgent Place,Kid(s),Sunny,0.625,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
534,No Urgent Place,Kid(s),Sunny,0.375,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
535,No Urgent Place,Kid(s),Sunny,0.375,6PM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0
536,Home,Alone,Sunny,0.375,6PM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,1,1
537,Home,Alone,Sunny,0.375,6PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
538,Home,Alone,Sunny,0.625,6PM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
539,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,0
540,Work,Alone,Sunny,0.375,7AM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,1,0,1
541,Work,Alone,Sunny,0.625,7AM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,1
542,Work,Alone,Sunny,0.625,7AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,1,1
543,Work,Alone,Sunny,0.375,7AM,Restaurant(<20),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,0,0,0,1
544,Work,Alone,Sunny,0.375,7AM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,1~3,4~8,4~8,less1,1,0,0,0
545,No Urgent Place,Alone,Sunny,0.375,2PM,Restaurant(<20),1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,0,1
546,No Urgent Place,Friend(s),Sunny,0.625,10AM,Coffee House,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,0,1
547,No Urgent Place,Friend(s),Sunny,0.625,10AM,Bar,1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,0,0
548,No Urgent Place,Friend(s),Sunny,0.625,10AM,Carry out & Take away,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,1,0,0,1
549,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,0,0
550,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,1,0,0,0
551,No Urgent Place,Friend(s),Sunny,0.625,2PM,Coffee House,1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,1,0,0,0
552,No Urgent Place,Friend(s),Sunny,0.625,2PM,Restaurant(<20),1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,1,0,0,1
553,No Urgent Place,Friend(s),Sunny,0.625,6PM,Coffee House,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,0,0,0,0
554,No Urgent Place,Friend(s),Sunny,0.625,6PM,Restaurant(<20),2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never,1,0,0,1
